iter	RMSE
282	1.593049502
283	1.588732234
284	1.584695016
285	1.583714071
286	1.582905398
287	1.578754364
288	1.576654284
289	1.574991504
290	1.567437605
291	1.563490416
292	1.560187962
293	1.555870631
294	1.551653686
295	1.550510765
296	1.54481544
297	1.542512885
298	1.541101262
299	1.539741018
300	1.534516714
301	1.529663844
302	1.526118699
303	1.525445035
304	1.521770673
305	1.520398069
306	1.519931151
307	1.517524205
308	1.514237558
309	1.510794135
310	1.508398705
311	1.502561389
312	1.499191873
313	1.498141507
314	1.49706626
315	1.494313779
316	1.4920378
317	1.487843379
318	1.483922522
319	1.479255707
320	1.477901554
321	1.477486118
322	1.475777938
323	1.475377207
324	1.472368627
325	1.469614814
326	1.464740485
327	1.460661358
328	1.45752853
329	1.45416173
330	1.45119224
331	1.446752826
332	1.446269981
333	1.445443189
334	1.444872957
335	1.440117868
336	1.437299117
337	1.432955754
338	1.4277749
339	1.427216273
340	1.424612777
341	1.424253025
342	1.423708276
343	1.419756038
344	1.41742583
345	1.413712097
346	1.40899286
347	1.407639261
348	1.403485333
349	1.400807454
350	1.399518304
351	1.396142342
352	1.392740984
353	1.391128702
354	1.388688908
355	1.388308261
356	1.384538095
357	1.378568454
358	1.378229564
359	1.374767514
360	1.374342034
361	1.374015585
362	1.373714228
363	1.371610072
364	1.367112112
365	1.366668922
366	1.362402337
367	1.358858981
368	1.356271081
369	1.353040853
370	1.350785246
371	1.348047635
372	1.34772206
373	1.345405084
374	1.342957658
375	1.340841156
376	1.340122232
377	1.338785962
378	1.336790563
379	1.334488165
380	1.332219865
381	1.331894961
382	1.32901025
383	1.328561665
384	1.327949846
385	1.326026298
386	1.322820526
387	1.32011633
388	1.319751172
389	1.316959031
390	1.313699392
391	1.310289856
392	1.307919437
393	1.306015112
394	1.304428587
395	1.302777012
396	1.302390944
397	1.299883668
398	1.296498951
399	1.293905238
400	1.289524953
401	1.289172875
402	1.285930048
403	1.284201749
404	1.283974486
405	1.282318604
406	1.280424906
407	1.279180436
408	1.27543788
409	1.272350821
410	1.269193767
411	1.267552564
412	1.265825531
413	1.265464005
414	1.263002379
415	1.261683402
416	1.261385767
417	1.261185841
418	1.260867258
419	1.258489533
420	1.258244397
421	1.257694441
422	1.255116467
423	1.254770911
424	1.254456139
425	1.250432554
426	1.247443768
427	1.245211188
428	1.244895715
429	1.243202348
430	1.243012829
431	1.239283964
432	1.237947651
433	1.237694897
434	1.23464482
435	1.231854038
436	1.231176306
437	1.229621378
438	1.229298418
439	1.225756634
440	1.223414762
441	1.221794673
442	1.221203591
443	1.220305808
444	1.220046226
445	1.21690574
446	1.21472734
447	1.213685664
448	1.211753949
449	1.211524546
450	1.208404567
451	1.206067113
452	1.205846078
453	1.205129859
454	1.203028478
455	1.202810026
456	1.200514192
457	1.198395468
458	1.196885921
459	1.196160227
460	1.194715164
461	1.192730849
462	1.191096986
463	1.187401225
464	1.186425068
465	1.185858118
466	1.185150724
467	1.18321692
468	1.182980468
469	1.182722153
470	1.180082128
471	1.17670811
472	1.174153122
473	1.173781951
474	1.172778765
475	1.171246071
476	1.17098506
477	1.168712318
478	1.168205469
479	1.165721872
480	1.165524195
481	1.164845391
482	1.160077769
483	1.158247932
484	1.156240649
485	1.153896136
486	1.151996162
487	1.150508669
488	1.147625202
489	1.145348691
490	1.143876973
491	1.142585713
492	1.140646423
493	1.140267781
494	1.136120311
495	1.135337242
496	1.133739004
497	1.131227449
498	1.128516081
499	1.127805507
500	1.127331613
501	1.124983058
502	1.124565197
503	1.122972975
504	1.119950248
505	1.118728219
506	1.116650441
507	1.114500671
508	1.113662974
509	1.11336133
510	1.111212598
511	1.108367358
512	1.106715241
513	1.105370028
514	1.104163325
515	1.102340277
516	1.100026038
517	1.09559631
518	1.092191088
519	1.090248727
520	1.088420971
521	1.087476816
522	1.086182798
523	1.083888035
524	1.080492788
525	1.077613884
526	1.074716362
527	1.071537389
528	1.067898466
529	1.065818722
530	1.061712579
531	1.058722919
532	1.057551234
533	1.056618152
534	1.056161047
535	1.054504805
536	1.053076661
537	1.051697155
538	1.050216563
539	1.047938802
540	1.04687462
541	1.044749326
542	1.043602576
543	1.0425745
544	1.040165502
545	1.038595393
546	1.037022302
547	1.033944032
548	1.031432404
549	1.030186249
550	1.029443944
551	1.02615754
552	1.024158413
553	1.021304424
554	1.019498322
555	1.017146148
556	1.016442715
557	1.015890959
558	1.014429117
559	1.011546589
560	1.00949124
561	1.007064697
562	1.004475102
563	1.003045057
564	1.000398059
565	0.9991525046
566	0.9985208596
567	0.9968158814
568	0.9959392835
569	0.994755143
570	0.9913948545
571	0.9893950169
572	0.9876318123
573	0.987491746
574	0.9866255777
575	0.9841529559
576	0.982517796
577	0.9803086445
578	0.9791320005
579	0.9787262247
580	0.9771618323
581	0.9746760034
582	0.9734276969
583	0.972212172
584	0.9706215434
585	0.9698104114
586	0.9683069069
587	0.9670487455
588	0.9659487368
589	0.9649221802
590	0.9640516985
591	0.9622055206
592	0.9598335431
593	0.9582503596
594	0.9575021515
595	0.9552154794
596	0.9544791774
597	0.9537416639
598	0.9521083871
599	0.951999593
600	0.9497194488
601	0.9481015775
602	0.9467565188
603	0.9455678328
604	0.9444672137
605	0.9430287181
606	0.9415481552
607	0.938489158
608	0.9379361157
609	0.9363146135
610	0.9348309854
611	0.9339532772
612	0.9337193864
613	0.9309241155
614	0.9299853088
615	0.9294234811
616	0.9272912926
617	0.9262568566
618	0.9242612696
619	0.9226787265
620	0.9222313724
621	0.9215350083
622	0.9193355629
623	0.9181260712
624	0.9176522133
625	0.9154817868
626	0.9140224103
627	0.9123408223
628	0.911153074
629	0.9098898233
630	0.9083978164
631	0.9072408196
632	0.9061456794
633	0.9049132141
634	0.9034790681
635	0.9017588059
636	0.9016458912
637	0.9008523092
638	0.9006344407
639	0.8984563766
640	0.8982634139
641	0.8971175538
642	0.8961874999
643	0.8944022876
644	0.8925068574
645	0.8906689678
646	0.8905562755
647	0.8884138701
648	0.8867430611
649	0.8857911076
650	0.8835024655
651	0.8815636948
652	0.879879901
653	0.8786147228
654	0.8779225318
655	0.8760859472
656	0.8750675228
657	0.873196193
658	0.8730914728
659	0.8712658013
660	0.8700053133
661	0.8685880978
662	0.8673836023
663	0.8656718754
664	0.8641586182
665	0.8629413452
666	0.8619097465
667	0.8606444506
668	0.859009258
669	0.8576498959
670	0.8551955106
671	0.853745597
672	0.8516989969
673	0.8499770577
674	0.848777562
675	0.847557897
676	0.8473547071
677	0.8466812136
678	0.8456327994
679	0.8448009811
680	0.843118218
681	0.8426166642
682	0.8413928682
683	0.8396108288
684	0.8387506816
685	0.8386221964
686	0.8379726468
687	0.8371406388
688	0.8355594783
689	0.8344030296
690	0.8331580578
691	0.8318532508
692	0.8309250801
693	0.8288816736
694	0.8274968257
695	0.8269142343
696	0.8260894147
697	0.8247803253
698	0.8239489655
699	0.8222731501
700	0.8208646798
701	0.8183056457
702	0.8173378236
703	0.8163803971
704	0.8142823188
705	0.8122663452
706	0.8105989023
707	0.80973451
708	0.8090038848
709	0.8067661952
710	0.8048097553
711	0.8034728284
712	0.8025116287
713	0.8005969678
714	0.7991365954
715	0.797513595
716	0.7965245633
717	0.7953375238
718	0.7935522666
719	0.7918099493
720	0.7905904038
721	0.7892714731
722	0.7877550513
723	0.7869540056
724	0.7847705689
725	0.783492583
726	0.7826156735
727	0.7815805419
728	0.7799390896
729	0.7792699389
730	0.778635046
731	0.7769879682
732	0.7751164543
733	0.7737787255
734	0.7728508545
735	0.7704935481
736	0.7695136331
737	0.768100831
738	0.7671939117
739	0.7658040748
740	0.7647990951
741	0.7640748907
742	0.7632782185
743	0.762102251
744	0.7608606821
745	0.7599341508
746	0.7591060854
747	0.7577736436
748	0.7571934033
749	0.7561681512
750	0.756045649
751	0.753511317
752	0.7522453094
753	0.7512744706
754	0.7509433164
755	0.7486316584
756	0.7482311579
757	0.7464007543
758	0.7452647315
759	0.7432440801
760	0.7411632399
761	0.7402277858
762	0.740101734
763	0.7380518126
764	0.7367438881
765	0.7357161151
766	0.7349848623
767	0.7344238807
768	0.7343080796
769	0.7332291272
770	0.7323642693
771	0.7314517439
772	0.7300720513
773	0.7288181111
774	0.7282537643
775	0.7271932809
776	0.72652696
777	0.7245498069
778	0.7240656658
779	0.7223658542
780	0.721697323
781	0.7212540103
782	0.7201903734
783	0.7189407181
784	0.7187576413
785	0.7169400784
786	0.7165907686
787	0.7155212366
788	0.7142206933
789	0.7140252733
790	0.712890192
791	0.7107170914
792	0.7102750997
793	0.7094210695
794	0.7078415479
795	0.7063975348
796	0.7051780347
797	0.7037750982
798	0.7034661203
799	0.7029798627
800	0.7017611268
801	0.700786639
802	0.6996745084
803	0.6987099214
804	0.6976992695
805	0.6957201041
806	0.6951919299
807	0.6944336899
808	0.6937581451
809	0.6919361184
810	0.6906400161
811	0.6904449359
812	0.6892168567
813	0.6877317549
814	0.6864824945
815	0.6857464779
816	0.6841140413
817	0.6833883099
818	0.681545036
819	0.680633867
820	0.6794334799
821	0.6787643234
822	0.6778531597
823	0.6773197081
824	0.6765916691
825	0.6754006172
826	0.6741719577
827	0.6734294921
828	0.6718155468
829	0.6697198886
830	0.6693163984
831	0.6680974308
832	0.6668525058
833	0.6666134543
834	0.6658407777
835	0.6645895283
836	0.6639166597
837	0.6622764435
838	0.6613334966
839	0.6605587066
840	0.6599062574
841	0.6584907892
842	0.6580347388
843	0.6572500295
844	0.6552106585
845	0.6537524578
846	0.6530650373
847	0.6516958369
848	0.6510944475
849	0.6501487967
850	0.6490163853
851	0.6480907039
852	0.6466732636
853	0.6462877633
854	0.6451771137
855	0.6445774181
856	0.6441785303
857	0.6428824889
858	0.6409100715
859	0.6397069588
860	0.6394053203
861	0.6385167249
862	0.6378275626
863	0.6371454487
864	0.636605054
865	0.6355516767
866	0.6339588058
867	0.6329153701
868	0.6324023001
869	0.6317665437
870	0.6305280597
871	0.6301763897
872	0.6289084654
873	0.62830386
874	0.6277866512
875	0.6275496474
876	0.6270100266
877	0.6263830812
878	0.6262872054
879	0.6254978077
880	0.6240903686
881	0.6238554518
882	0.6226510206
883	0.6220327631
884	0.6210435657
885	0.6205891128
886	0.6192149832
887	0.6179309044
888	0.6164883893
889	0.6157628621
890	0.6154065809
891	0.6142949154
892	0.6131776809
893	0.6116581016
894	0.6106600054
895	0.6092645478
896	0.6086855684
897	0.6071840221
898	0.6063838413
899	0.6062709216
900	0.6052725446
901	0.604973956
902	0.6039869779
903	0.603759903
904	0.6028757336
905	0.6018262568
906	0.6011757522
907	0.6007275574
908	0.5999168572
909	0.5987403298
910	0.59846225
911	0.5975742423
912	0.5966108474
913	0.5960958945
914	0.5956370706
915	0.5948781582
916	0.5936349414
917	0.59231432
918	0.59082921
919	0.5900168331
920	0.5894279861
921	0.5883045715
922	0.5875726739
923	0.586969966
924	0.5858090097
925	0.5852022609
926	0.5840656819
927	0.5837988327
928	0.5832026555
929	0.5819894287
930	0.5807464493
931	0.5794261188
932	0.5790412156
933	0.5781353452
934	0.577348884
935	0.5768718624
936	0.575663196
937	0.574826532
938	0.5740066681
939	0.5731846855
940	0.5728653695
941	0.5721814324
942	0.5713170546
943	0.5700922425
944	0.569455322
945	0.5689287272
946	0.5685867702
947	0.5674699112
948	0.5670431542
949	0.5666884545
950	0.5653666298
951	0.5645677871
952	0.5632376934
953	0.5619850879
954	0.5609666602
955	0.5598944795
956	0.5593809992
957	0.5585783683
958	0.5582791486
959	0.5571142637
960	0.5563765585
961	0.5560077417
962	0.5556869911
963	0.554991377
964	0.5543266735
965	0.553969859
966	0.5528166746
967	0.5520812549
968	0.5506707551
969	0.5499155694
970	0.5497437214
971	0.5489711906
972	0.5479133924
973	0.5470015197
974	0.546391736
975	0.5449159631
976	0.544392268
977	0.5431977798
978	0.5426125791
979	0.5414914005
980	0.54100626
981	0.54011697
982	0.5397010204
983	0.538630824
984	0.5375344541
985	0.5369665821
986	0.5360729497
987	0.5358225248
988	0.5350219703
989	0.5344587443
990	0.5340660515
991	0.533684013
992	0.5330569699
993	0.532394309
994	0.5315758315
995	0.5308275199
996	0.5306602366
997	0.5302287439
998	0.5293206972
999	0.5282591033
